location,date,total_cases,new_cases,total_deaths
United States,2020-08-24,5702611.0,34506.0,176806.0
United States,2020-08-25,5740909.0,38298.0,177279.0
United States,2020-08-26,5779028.0,38119.0,178486.0
United States,2020-08-27,5821876.0,42848.0,179714.0
United States,2020-08-28,5867785.0,45909.0,180824.0
United States,2020-08-29,5917439.0,49654.0,181773.0
United States,2020-08-30,5961582.0,44143.0,182779.0
United States,2020-08-31,5997163.0,35581.0,183069.0
United States,2020-09-01,6031013.0,33850.0,183598.0
United States,2020-09-02,6075652.0,44639.0,184689.0
United States,2020-09-03,6114406.0,38754.0,185744.0
United States,2020-09-04,6150655.0,36249.0,186797.0
United States,2020-09-05,6201726.0,51071.0,187765.0
United States,2020-09-06,6245866.0,44140.0,188538.0
United States,2020-09-07,6276421.0,30555.0,188941.0
United States,2020-09-08,6300671.0,24250.0,189208.0
United States,2020-09-09,6327793.0,27122.0,189679.0
United States,2020-09-10,6359720.0,31927.0,190815.0
United States,2020-09-11,6397227.0,37507.0,191789.0
United States,2020-09-12,6445288.0,48061.0,193016.0
United States,2020-09-13,6486108.0,40820.0,193701.0
United States,2020-09-14,6519979.0,33871.0,194079.0
United States,2020-09-15,6554820.0,34841.0,194530.0
United States,2020-09-16,6606293.0,51473.0,195937.0
United States,2020-09-17,6630891.0,24598.0,196802.0
United States,2020-09-18,6674458.0,43567.0,197633.0
United States,2020-09-19,6724667.0,50209.0,198589.0
